code,name,sub_industry
002373,千方科技,行业应用软件
002374,中锐股份,金属包装
002375,亚厦股份,装修装饰
002376,新北洋,其他IT设备
002377,国创高新,其他建材
002378,章源钨业,钨钼
002379,宏桥控股,铝
002380,科远智慧,行业应用软件
002381,双箭股份,橡胶制品
002382,蓝帆医疗,医疗耗材
002383,合众思壮,其他通信设备
002384,东山精密,PCB
002385,大北农,畜禽饲料
002386,天原股份,氯碱
002387,维信诺,面板
002388,新亚制程,其他电子
002389,航天彩虹,航空装备
002390,信邦制药,医药流通
002391,长青股份,农药
002392,北京利尔,耐火材料
002393,力生制药,化学制剂
002394,联发股份,棉纺制品
002395,双象股份,合成革
002396,星网锐捷,系统设备
002397,梦洁股份,家纺
002398,垒知集团,其他建材
002399,海普瑞,原料药
002400,省广集团,互联网广告
002401,中远海科,行业应用软件
002402,和而泰,其他电子
002403,爱仕达,厨房小家电
002404,嘉欣丝绸,其他纺织
002405,四维图新,行业应用软件
002406,远东传动,底盘与发动机系统
002407,多氟多,氟化工
002408,齐翔腾达,有机化工原料
002409,雅克科技,半导体材料
002410,广联达,云软件服务
002412,汉森制药,中药
002413,雷科防务,军工电子
002414,高德红外,军工电子
002415,海康威视,安防设备
002416,爱施德,专业连锁
002418,康盛股份,家电零部件
002419,天虹股份,百货
002420,毅昌科技,家电零部件
002421,达实智能,行业应用软件
002422,科伦药业,化学制剂
002423,中粮资本,金融控股
002424,ST百灵,中药
002425,凯撒文化,游戏
002426,胜利精密,消费电子组件
002427,尤夫股份,涤纶
002428,云南锗业,其他金属
002429,兆驰股份,电视
002430,杭氧股份,其他专用设备
002431,ST棕榈,园林工程
002432,九安医疗,家用器械
002434,万里扬,底盘与发动机系统
002436,兴森科技,PCB
002437,誉衡药业,化学制剂
002438,江苏神通,机械基础件
002439,启明星辰,基础软件
002440,闰土股份,纺织化学品
002441,众业达,配电设备
002442,龙星科技,炭黑
002443,金洲管道,特钢
002444,巨星科技,其他通用设备
002445,中南文化,金属制品
002446,盛路通信,军工电子
002448,中原内配,底盘与发动机系统
002449,国星光电,LED
002451,摩恩电气,线缆部件及其他
002452,长高电新,输变电设备
002453,华软科技,其他化学制品
002454,松芝股份,汽车电子电气系统
002455,百川股份,有机化工原料
002456,欧菲光,消费电子组件
002457,青龙管业,管材
002458,益生股份,肉鸡养殖
002459,晶澳科技,光伏电池组件
002460,赣锋锂业,锂
002461,珠江啤酒,啤酒
002462,嘉事堂,医药流通
002463,沪电股份,PCB
002465,海格通信,军工电子
002466,天齐锂业,锂
002467,二六三,电信增值服务
002468,申通快递,快递
002469,三维化学,有机化工原料
002470,金正大,复合肥
002471,中超控股,线缆部件及其他
002472,双环传动,底盘与发动机系统
002474,榕基软件,行业应用软件
002475,立讯精密,消费电子组件
002476,宝莫股份,其他化学制品
002478,常宝股份,特钢
002479,富春环保,热力服务
002480,新筑股份,轨交设备
002481,双塔食品,其他农产品加工
002482,广田集团,装修装饰
002483,润邦股份,能源及重型设备
002484,江海股份,被动元件
002485,ST雪发,贸易
002486,嘉麟杰,非运动服装
002487,大金重工,风电零部件
002488,金固股份,轮胎轮毂
002489,浙江永强,家具
002490,山东墨龙,能源及重型设备
002491,通鼎互联,光纤光缆
002492,恒基达鑫,仓储物流
002493,荣盛石化,涤纶
002494,华斯股份,非运动服装
002495,佳隆股份,调味品
002496,*ST辉丰,农药
002497,雅化集团,锂
002498,汉缆股份,线缆部件及其他
002500,山西证券,证券
002501,*ST利源,铝
002506,协鑫集成,光伏电池组件
002507,涪陵榨菜,调味品
002508,老板电器,厨房电器
002510,天汽模,其他汽车零部件
002511,中顺洁柔,生活用纸
002512,ST达华,其他IT设备
002513,蓝丰生化,光伏电池组件
002514,*ST宝馨,金属制品
002515,金字火腿,肉制品
002516,旷达科技,车身附件及饰件
002517,恺英网络,游戏
002518,科士达,其他发电设备
002519,银河电子,地面兵装
002520,日发精机,机床制造
002521,齐峰新材,特种纸
002522,浙江众成,塑料薄膜
002523,天桥起重,能源及重型设备
002524,光正眼科,医院
002526,山东矿机,能源及重型设备
002527,新时达,工业控制设备
002528,*ST英飞,安防设备
002529,*ST海源,其他专用设备
002530,金财互联,其他通用设备
002531,天顺风能,风电零部件
002532,天山铝业,铝
002533,金杯电工,线缆部件及其他
002534,西子洁能,其他发电设备
002535,林州重机,能源及重型设备
002536,飞龙股份,底盘与发动机系统
002537,海联金汇,车身附件及饰件
002538,ST司特,复合肥
002539,云图控股,复合肥
002540,亚太科技,铝
002541,鸿路钢构,钢结构
002542,*ST中岩,其他专业工程
002543,万和电气,厨房电器
002544,普天科技,网络规划设计
002545,东方铁塔,钾肥
002546,新联电子,电工仪器
002547,*ST春兴,其他汽车零部件
002548,金新农,畜禽饲料
002549,凯美特气,大气治理
002550,千红制药,其他生物制药
002551,尚荣医疗,其他医疗服务
002552,宝鼎科技,PCB
002553,南方精工,底盘与发动机系统
002554,惠博普,油气工程
002555,三七互娱,游戏
002556,辉隆股份,复合肥
002557,洽洽食品,零食
002558,巨人网络,游戏
002559,亚威股份,机床制造
002560,通达股份,线缆部件及其他
002561,徐家汇,百货
002562,兄弟科技,食品助剂
002563,森马服饰,非运动服装
002564,天沃科技,其他专用设备
002565,顺灏股份,纸包装
002566,益盛药业,中药
002567,唐人神,畜禽饲料
002568,百润股份,其他酒类
002569,*ST步森,非运动服装
002570,贝因美,乳制品
002571,德力股份,其他家居
002572,索菲亚,家具
002573,清新环境,水治理
002574,明牌珠宝,钟表珠宝
002575,群兴玩具,综合类
002576,通达动力,电机制造
002577,雷柏科技,其他IT设备
002578,闽发铝业,铝
002579,中京电子,PCB
002580,圣阳股份,其他电池
002581,*ST未名,其他生物制药
002582,好想你,零食
002583,海能达,其他通信设备
002584,西陇科学,其他化学制品
002585,双星新材,塑料薄膜
002586,ST围海,基建工程
002587,奥拓电子,LED
002588,史丹利,复合肥
002589,瑞康医药,医药流通
002590,万安科技,底盘与发动机系统
002591,恒大高新,环保设备
002592,ST八菱,车身附件及饰件
002593,日上集团,钢结构
002594,比亚迪,电动乘用车
002595,豪迈科技,其他专用设备
002596,海南瑞泽,水泥制品
002597,金禾实业,食品助剂
002598,ST章鼓,其他通用设备
002599,盛通股份,印刷
002600,领益智造,消费电子组件
002601,龙佰集团,钛白粉
002602,世纪华通,游戏
002603,以岭药业,中药
002605,姚记科技,游戏
002606,大连电瓷,线缆部件及其他
002607,中公教育,教育培训
002608,江苏国信,火力发电
002609,捷顺科技,行业应用软件
002611,东方精工,印刷包装机械
002612,朗姿股份,非运动服装
002613,北玻股份,其他专用设备
002614,奥佳华,个护小家电
002615,哈尔斯,其他家居
002616,长青集团,电能综合服务
002617,露笑科技,线缆部件及其他
002620,*ST瑞和,装修装饰
002622,皓宸医疗,医院
002623,亚玛顿,光伏辅材
002624,完美世界,游戏
002625,光启技术,航空装备
002626,金达威,保健品
002627,三峡旅游,旅游景区
002628,成都路桥,基建工程
002629,仁智股份,油田服务
002630,*ST华西,其他发电设备
002631,德尔未来,家具
002632,道明光学,塑料薄膜
002633,申科股份,机械基础件
002634,*ST棒杰,鞋帽及其他
002635,安洁科技,消费电子组件
002636,金安国纪,PCB
002637,赞宇科技,洗护用品
002638,勤上股份,LED
002639,雪人集团,制冷空调设备
002640,跨境通,跨境电商
002641,公元股份,管材
002642,荣联科技,行业应用软件
002643,万润股份,半导体材料
002644,佛慈制药,中药
002645,华宏科技,环保设备
002646,天佑德酒,白酒
002647,仁东控股,其他金融服务
002648,卫星化学,有机化工原料
002649,博彦科技,行业应用软件
002650,ST加加,调味品
002651,利君股份,航空装备
002652,扬子新材,其他建材
002653,海思科,化学制剂
002654,万润科技,其他广告营销
002655,共达电声,消费电子组件
002656,*ST摩登,非运动服装
002657,中科金财,行业应用软件
002658,雪迪龙,环境监测
002659,凯文教育,教育培训
002660,茂硕电源,消费电子组件
002661,克明食品,其他农产品加工
002662,峰璟股份,车身附件及饰件
002663,普邦股份,园林工程
002664,信质集团,汽车电子电气系统
002666,德联集团,其他化学制品
002667,*ST威领,锂
002668,TCL智家,冰洗
002669,康达新材,胶黏剂及胶带
002670,国盛证券,证券
002671,龙泉股份,水泥制品
002672,东江环保,固废治理
002673,西部证券,证券
002674,兴业科技,辅料
002675,东诚药业,化学制剂
002676,顺威股份,家电零部件
002677,浙江美大,厨房电器
002678,珠江钢琴,娱乐用品
002679,福建金森,林业
002681,奋达科技,消费电子组件
002682,龙洲股份,供应链服务
002683,广东宏大,民爆制品
002685,华东重机,机床制造
002686,亿利达,其他通用设备
002687,乔治白,非运动服装
002688,金河生物,动物保健
002689,ST远智,楼宇设备
002690,美亚光电,其他专用设备
002691,*ST冀凯,能源及重型设备
002692,远程股份,线缆部件及其他
002693,双成药业,其他生物制药
002694,*ST顾地,管材
002695,煌上煌,熟食
002696,百洋股份,水产饲料
002697,红旗连锁,超市及便利店
002698,博实股份,其他专用设备
002700,万憬能源,燃气
002701,奥瑞金,金属包装
002702,海欣食品,预加工食品
002703,浙江世宝,底盘与发动机系统
002705,新宝股份,厨房小家电
002706,良信股份,配电设备
002707,众信旅游,旅游服务
002708,光洋股份,底盘与发动机系统
002709,天赐材料,电池化学品
002712,思美传媒,互联网广告
002713,*ST东易,装修装饰
002714,牧原股份,生猪养殖
002715,登云股份,底盘与发动机系统
002716,湖南白银,白银
002717,*ST岭南,生态修复
002718,友邦吊顶,其他建材
002719,ST麦趣,乳制品
002721,金一文化,钟表珠宝
002722,物产金轮,金属制品
002723,小崧股份,个护小家电
002724,海洋王,LED
002725,跃岭股份,轮胎轮毂
002726,ST龙大,肉制品
002727,一心堂,线下药店
002728,特一药业,中药
002729,好利科技,其他电子
002730,电光科技,能源及重型设备
002731,ST萃华,钟表珠宝
002732,燕塘乳业,乳制品
002733,雄韬股份,燃料电池
002734,利民股份,农药
002735,王子新材,塑料包装
002736,国信证券,证券
002737,葵花药业,中药
002738,中矿资源,锂
002739,儒意电影,发行院线
002741,光华科技,半导体材料
002742,三圣股份,水泥制品
002743,富煌钢构,钢结构
002745,木林森,LED
002746,仙坛股份,肉鸡养殖
002747,埃斯顿,机器人
002748,世龙实业,塑料助剂
002749,国光股份,农药
002752,昇兴股份,金属包装
002753,永东股份,炭黑
002755,奥赛康,化学制剂
002756,永兴材料,锂
002757,南兴股份,其他专用设备
002758,浙农股份,贸易
002759,天际股份,电池化学品
002760,凤形股份,磨具磨料
002761,浙江建投,房屋建设
002762,*ST金比,非运动服装
002763,汇洁股份,鞋帽及其他
002765,蓝黛科技,面板
002766,索菱股份,汽车电子电气系统
002767,先锋电子,仪器仪表
002768,国恩股份,改性塑料
002769,普路通,供应链服务
002771,真视通,行业应用软件
002772,众兴菌业,食用菌
002773,康弘药业,化学制剂
002774,快意电梯,楼宇设备
002775,文科股份,园林工程
002777,久远银海,行业应用软件
002778,中晟高科,水治理
002779,中坚科技,农用机械
002780,三夫户外,运动服装
002782,可立克,消费电子组件
002783,凯龙股份,民爆制品
002785,万里石,其他建材
002786,银宝山新,其他专用设备
002787,华源控股,金属包装
002788,鹭燕医药,医药流通
002789,*ST建艺,装修装饰
002790,瑞尔特,其他家居
002791,坚朗五金,其他建材
002792,通宇通讯,网络接配及塔设
002793,罗欣药业,化学制剂
002795,永和智控,机械基础件
002796,世嘉科技,其他通信设备
002797,第一创业,证券
002798,帝欧水华,其他家居
002799,环球印务,纸包装
002800,天顺股份,供应链服务
002801,微光股份,电机制造
002802,洪汇新材,合成树脂
002803,吉宏股份,跨境电商
002805,丰元股份,电池化学品
002806,华锋股份,其他汽车零部件
002807,江阴银行,农商行
002808,*ST恒久,光学元件
002809,红墙股份,其他化学制品
002810,山东赫达,其他化学制品
002811,郑中设计,装修装饰
002812,恩捷股份,电池化学品
002813,路畅科技,汽车电子电气系统
002815,崇达技术,PCB
002816,*ST和科,其他专用设备
002817,黄山胶囊,原料药
002818,富森美,商业物业经营
002819,东方中科,仪器仪表
002820,桂发祥,烘焙食品
002821,凯莱英,医疗研发外包
002822,ST中装,装修装饰
002823,凯中精密,电机制造
002824,和胜股份,铝
002825,纳尔股份,其他塑料制品
002826,易明医药,化学制剂
002827,高争民爆,民爆制品
002828,贝肯能源,油田服务
002829,星网宇达,航天装备
002830,名雕股份,装修装饰
002831,裕同科技,纸包装
002832,比音勒芬,运动服装
002833,弘亚数控,其他专用设备
002835,同为股份,安防设备
002836,新宏泽,纸包装
002837,英维克,其他专用设备
002838,道恩股份,改性塑料
002839,张家港行,农商行
002840,华统股份,肉制品
002841,视源股份,品牌消费电子
002842,翔鹭钨业,钨钼
002843,泰嘉股份,金属制品
002845,同兴达,面板
002846,英联股份,金属包装
002847,盐津铺子,零食
002848,*ST高斯,其他黑色家电
002849,威星智能,仪器仪表
002850,科达利,锂电池
002851,麦格米特,其他发电设备
002852,道道全,粮油加工
002853,皮阿诺,家具
002855,捷荣技术,消费电子组件
002856,*ST美芝,装修装饰
002857,三晖电气,电工仪器
002858,力盛体育,体育
002859,洁美科技,被动元件
002860,星帅尔,家电零部件
002861,瀛通通讯,消费电子组件
002862,实丰文化,娱乐用品
002863,今飞凯达,轮胎轮毂
002864,盘龙药业,中药
002865,钧达股份,光伏电池组件
002866,传艺科技,消费电子组件
002867,周大生,钟表珠宝
002868,绿康生化,动物保健
002869,金溢科技,其他电子
002870,香山股份,车身附件及饰件
002871,伟隆股份,机械基础件
002872,ST天圣,医药流通
002873,新天药业,中药
002875,安奈儿,非运动服装
002876,三利谱,光学元件
002877,智能自控,机械基础件
002878,元隆雅图,其他广告营销
002879,长缆科技,线缆部件及其他
002880,卫光生物,血液制品
002881,美格智能,消费电子组件
002882,金龙羽,线缆部件及其他
002883,*ST中设,工程咨询服务
002884,凌霄泵业,机械基础件
002885,京泉华,其他电子
002886,沃特股份,改性塑料
002887,绿茵生态,生态修复
002888,惠威科技,消费电子组件
002889,东方嘉盛,供应链服务
002890,弘宇股份,农用机械
002891,中宠股份,宠物食品
002892,科力尔,电机制造
002893,京能热力,热力服务
002895,川恒股份,磷肥及磷化工
002896,中大力德,机械基础件
002897,意华股份,网络接配及塔设
002898,*ST赛隆,化学制剂
002899,英派斯,娱乐用品
002900,哈三联,化学制剂
002901,大博医疗,医疗耗材
002902,铭普光磁,网络接配及塔设
002903,宇环数控,机床制造
002905,金逸影视,发行院线
002906,华阳集团,汽车电子电气系统
002907,华森制药,中药
002908,德生科技,行业应用软件
002909,集泰股份,胶黏剂及胶带
002910,庄园牧场,乳制品
002911,佛燃能源,燃气
002912,中新赛克,其他IT设备
002913,奥士康,PCB
002915,中欣氟材,氟化工
002916,深南电路,PCB
002917,金奥博,民爆制品
002918,蒙娜丽莎,陶瓷
002919,名臣健康,游戏
002920,德赛西威,汽车电子电气系统
002921,联诚精密,其他汽车零部件
002922,伊戈尔,输变电设备
002923,润都股份,化学制剂
002925,盈趣科技,消费电子组件
002926,华西证券,证券
002927,泰永长征,配电设备
002928,华夏航空,航空运输
002929,润建股份,网络工程施工
002930,宏川智慧,仓储物流
002931,锋龙股份,机械基础件
002932,*ST明德,诊断试剂
002933,新兴装备,航空装备
002935,天奥电子,军工电子
002936,郑州银行,城商行
002937,兴瑞科技,消费电子组件
002938,鹏鼎控股,PCB
002939,长城证券,证券
002940,昂利康,化学制剂
002941,新疆交建,基建工程
002942,新农股份,农药
002943,宇晶股份,机床制造
002945,华林证券,证券
002946,新乳业,乳制品
002947,恒铭达,消费电子组件
002948,青岛银行,城商行
002949,华阳国际,工程咨询服务
002950,奥美医疗,医疗耗材
002951,金时科技,纸包装
002952,亚世光电,面板
002953,日丰股份,线缆部件及其他
002955,鸿合科技,品牌消费电子
002956,西麦食品,其他食品
002957,科瑞技术,工业控制设备
002958,青农商行,农商行
002959,小熊电器,厨房小家电
002960,青鸟智控,楼宇设备
002961,瑞达期货,期货
002962,五方光电,光学元件
002963,豪尔赛,装修装饰
002965,祥鑫科技,其他汽车零部件
002966,苏州银行,城商行
002967,广电计量,检测服务
002968,新大正,物业管理
002969,嘉美包装,金属包装
002970,锐明技术,其他IT设备
002971,和远气体,其他化学制品
002972,科安达,轨交设备
002973,侨银股份,固废治理
002975,博杰股份,工业控制设备
002976,瑞玛精密,其他汽车零部件
002977,*ST天箭,军工电子
002978,安宁股份,钛
002979,雷赛智能,工业控制设备
002980,华盛昌,电工仪器
002981,朝阳科技,消费电子组件
002982,湘佳股份,肉鸡养殖
002983,芯瑞达,LED
002984,森麒麟,轮胎轮毂
002985,北摩高科,航空装备
002986,宇新股份,有机化工原料
002987,京北方,行业应用软件
002988,豪美新材,铝
002989,中天精装,装修装饰
002990,盛视科技,行业应用软件
002991,甘源食品,零食
002992,宝明科技,LED
002993,奥海科技,消费电子组件
002995,天地在线,互联网广告
002996,顺博合金,铝
002997,瑞鹄模具,其他汽车零部件
002998,优彩资源,涤纶
002999,天禾股份,复合肥
003000,劲仔食品,零食
003001,中岩大地,其他专业工程
003002,壶化股份,民爆制品
003003,天元股份,其他包装
003004,声迅股份,安防设备
003005,竞业达,行业应用软件
003006,百亚股份,生活用纸
003007,直真科技,云软件服务
003008,开普检测,检测服务
003009,中天火箭,航天装备
003010,若羽臣,电商服务
003011,海象新材,家具
003012,东鹏控股,陶瓷
003013,地铁设计,工程咨询服务
003015,日久光电,光学元件
003016,欣贺股份,非运动服装
003017,大洋生物,无机盐
003018,金富科技,塑料包装
003019,宸展光电,面板
003020,立方制药,化学制剂
003021,兆威机电,电机制造
003022,联泓新科,光伏辅材
003023,彩虹集团,个护小家电
003025,思进智能,机床制造
003026,中晶科技,半导体材料
003027,同兴科技,大气治理
003028,振邦智能,其他电子
003029,吉大正元,基础软件
003030,祖名股份,其他农产品加工
003031,中瓷电子,其他电子
003032,*ST传智,教育培训
003033,征和工业,其他汽车零部件
003035,南网能源,电能综合服务
003036,泰坦股份,纺织服装设备
003037,三和管桩,水泥制品
003038,鑫铂股份,铝
003039,顺控发展,水务
003040,楚天龙,通信终端及配件
003041,真爱美家,家纺
003042,中农联合,农药
003043,华亚智能,半导体设备
003816,中国广核,核力发电
300001,特锐德,输变电设备
300002,神州泰岳,游戏
300003,乐普医疗,医疗耗材
300004,南风股份,其他通用设备
300005,探路者,运动服装
300006,莱美药业,化学制剂
300007,汉威科技,仪器仪表
300008,天海防务,航海装备
300009,安科生物,基因药物
300010,ST豆神,教育培训
300011,鼎汉技术,轨交设备
300012,华测检测,检测服务
300013,新宁物流,供应链服务
300014,亿纬锂能,锂电池
300015,爱尔眼科,医院
300016,北陆药业,化学制剂
300017,网宿科技,云基础设施服务
300018,中元股份,电网自动化
300019,硅宝科技,有机硅
300020,ST银江,行业应用软件
300021,大禹节水,其他专业工程
300022,吉峰科技,专业连锁
300024,机器人,机器人
300025,华星创业,网络优化运维
300026,红日药业,中药
300027,ST华谊,影视制作
300029,*ST天龙,其他专业工程
300030,阳普医疗,医疗设备
300031,宝通科技,游戏
300032,金龙机电,消费电子组件
300033,同花顺,行业应用软件
300034,钢研高纳,航空装备
300035,中科电气,电池化学品
300036,超图软件,行业应用软件
300037,新宙邦,电池化学品
300039,上海凯宝,中药
300040,九洲集团,电能综合服务
300041,回天新材,胶黏剂及胶带
300042,朗科科技,其他IT设备
300043,星辉娱乐,游戏
300044,*ST赛为,行业应用软件
300045,华力创通,军工电子
300046,台基股份,功率半导体
300047,天源迪科,行业应用软件
300048,合康新能,输变电设备
300049,福瑞医科,医疗设备
300050,世纪鼎利,网络优化运维
300051,琏升科技,综合类
300052,中青宝,游戏
300053,航宇微,集成电路设计
300054,鼎龙股份,半导体材料
300055,万邦达,其他石化
300056,中创环保,大气治理
300057,万顺新材,铝
300058,蓝色光标,互联网广告
300059,东方财富,证券
300061,旗天科技,其他广告营销
300062,中能电气,输变电设备
300063,天龙集团,互联网广告
300065,海兰信,航海装备
300066,三川智慧,仪器仪表
300067,安诺其,纺织化学品
300068,ST南都,其他电池
300069,金利华电,线缆部件及其他
300070,碧水源,水治理
300071,福石控股,互联网广告
300072,海新能科,其他化学制品
300073,当升科技,电池化学品
300074,华平股份,行业应用软件
300075,数字政通,行业应用软件
300076,*ST宁视,面板
300077,国民技术,集成电路设计
300078,思创智联,行业应用软件
300079,数码视讯,行业应用软件
300080,易成新能,光伏电池组件
300081,ST恒信,电信增值服务
300082,奥克股份,有机化工原料
300083,创世纪,机床制造
300084,海默科技,能源及重型设备
300085,银之杰,行业应用软件
300086,康芝药业,化学制剂
300087,荃银高科,种子
300088,长信科技,光学元件
300091,*ST金灵,其他通用设备
300092,科新机电,能源及重型设备
300093,*ST金刚,光伏辅材
300094,国联水产,水产养殖
300095,华伍股份,能源及重型设备
300096,ST易联众,行业应用软件
300097,智云股份,其他专用设备
300098,高新兴,行业应用软件
300099,尤洛卡,能源及重型设备
300100,双林股份,车身附件及饰件
300101,振芯科技,军工电子
300102,乾照光电,LED
300103,达刚控股,其他专用设备
300105,龙源技术,环保设备
300106,西部牧业,乳制品
300107,建新股份,纺织化学品
300109,新开源,其他化学制品
300110,华仁药业,化学制剂
300111,向日葵,化学制剂
300112,万讯自控,仪器仪表
300113,顺网科技,游戏
300115,长盈精密,消费电子组件
300118,东方日升,光伏电池组件
300119,瑞普生物,动物保健
300120,经纬辉开,面板
300121,阳谷华泰,橡胶助剂
300122,智飞生物,疫苗
300123,ST亚光,军工电子
300124,汇川技术,工业控制设备
300125,*ST聆达,光伏电池组件
300126,锐奇股份,其他通用设备
300127,银河磁体,磁性材料
300128,锦富技术,光学元件
300129,泰胜风能,风电零部件
300130,新国都,其他IT设备
300131,英唐智控,其他电子
300132,青松股份,化妆品
300133,华策影视,影视制作
300134,大富科技,网络接配及塔设
300135,宝利国际,其他石化
300136,信维通信,消费电子组件
300137,先河环保,环境监测
300138,晨光生物,其他农产品加工
300139,晓程科技,黄金
300140,节能环境,固废治理
300141,和顺电气,配电设备
300142,沃森生物,疫苗
300143,盈康生命,医院
300144,宋城演艺,旅游景区
300145,南方泵业,机械基础件
300146,汤臣倍健,保健品
300147,*ST香雪,中药
300148,天舟文化,教育出版
300149,睿智医药,医疗研发外包
300150,世纪瑞尔,行业应用软件
300151,昌红科技,其他专用设备
300152,*ST动力,环保设备
300153,科泰电源,其他发电设备
300154,瑞凌股份,其他通用设备
300155,安居宝,安防设备
300157,新锦动力,其他通用设备
300158,振东制药,化学制剂
300159,*ST新研,农用机械
300160,秀强股份,家电零部件
300161,华中数控,机床制造
300162,雷曼光电,LED
300163,先锋新材,其他家居
300164,通源石油,油气工程
300165,天瑞仪器,仪器仪表
300166,东方国信,行业应用软件
300167,ST迪威迅,行业应用软件
300168,万达信息,行业应用软件
300169,天晟新材,其他塑料制品
300170,汉得信息,云平台服务
300171,东富龙,制药装备
300172,中电环保,水治理
300173,ST福能,锂电设备
300174,元力股份,其他化学制品
300175,ST朗源,果蔬加工
300176,鸿特科技,底盘与发动机系统
300177,中海达,军工电子
300179,四方达,磨具磨料
300180,华峰超纤,合成革
300181,佐力药业,中药
300182,捷成股份,影视制作
300183,东软载波,其他通信设备
300184,力源信息,其他电子
300185,通裕重工,风电零部件
300187,永清环保,生态修复
300188,国投智能,基础软件
300189,神农种业,种子
300190,维尔利,固废治理
300191,潜能恒信,油田服务
300192,科德教育,教育培训
300193,佳士科技,其他通用设备
300194,福安药业,化学制剂
300195,长荣股份,印刷包装机械
300196,长海股份,玻纤制造
300197,节能铁汉,生态修复
300198,*ST纳川,管材
300199,翰宇药业,化学制剂
300200,高盟新材,胶黏剂及胶带
300201,海伦哲,工程机械整机
300203,聚光科技,仪器仪表
300204,舒泰神,其他生物制药
300205,*ST天喻,通信终端及配件
300206,理邦仪器,医疗设备
300207,欣旺达,锂电池
300209,行云科技,跨境电商
300210,森远股份,其他专用设备
300211,*ST亿通,其他通信设备
300212,*ST易录,行业应用软件
300213,佳讯飞鸿,其他通信设备
300214,日科化学,塑料助剂
300215,电科院,检测服务
300217,东方电热,家电零部件
300218,安利股份,合成革
300219,鸿利智汇,LED
300220,金运激光,激光设备
300221,银禧科技,改性塑料
300222,科大智能,电网自动化
300223,北京君正,集成电路设计
300224,正海磁材,磁性材料
300225,*ST金泰,涂料油墨
300226,上海钢联,产联网平台服务
300227,光韵达,激光设备
300228,富瑞特装,其他专用设备
300229,拓尔思,行业应用软件
300230,永利股份,其他塑料制品
300231,银信科技,行业应用软件
300232,洲明科技,LED
300233,金城医药,化学制剂
300234,开尔新材,陶瓷
300235,方直科技,行业应用软件
300236,上海新阳,半导体材料
300237,ST美晨,其他汽车零部件
300238,冠昊生物,医疗耗材
300239,东宝生物,其他生物制药
300240,飞力达,供应链服务
300241,瑞丰光电,LED
300242,佳云科技,互联网广告
300243,瑞丰高材,塑料助剂
300244,迪安诊断,诊断服务
300245,ST天玑,行业应用软件
300246,宝莱特,医疗设备
300247,融捷健康,个护小家电
300248,新开普,行业应用软件
300249,依米康,其他IT设备
300250,初灵信息,行业应用软件
300251,光线传媒,影视制作
300252,金信诺,军工电子
300253,卫宁健康,行业应用软件
300254,仟源医药,化学制剂
300255,常山药业,其他生物制药
300256,星星科技,消费电子组件
300257,开山股份,其他通用设备
300258,精锻科技,底盘与发动机系统
300259,新天科技,仪器仪表
300260,新莱应材,金属制品
300261,雅本化学,农药
300263,隆华科技,其他通用设备
300264,佳创视讯,行业应用软件
300265,通光线缆,线缆部件及其他
300266,兴源环境,水治理
300267,尔康制药,原料药
300268,佳沃食品,其他农产品加工
300269,联建光电,LED
300270,中威电子,安防设备
300271,华宇软件,行业应用软件
300272,开能健康,厨房小家电
300274,阳光电源,光伏逆变器
300275,梅安森,能源及重型设备
300276,三丰智能,其他专用设备
